dname_drug1,chembl_id_drug1,dname_drug2,chembl_id_drug2,cell_line_name,NCI_thesaurus_code,disease_cui
mitoxantrone,CHEMBL58,Vemurafenib,CHEMBL1229517,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Vemurafenib,CHEMBL1229517,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
chlorambucil,CHEMBL515,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Lapatinib,CHEMBL554,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Lapatinib,CHEMBL554,A549,C3512,C0152013
mitoxantrone,CHEMBL58,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,mitoxantrone,CHEMBL58,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,mitoxantrone,CHEMBL58,HT29,C4349,C0338106
Gefitinib,CHEMBL939,mitoxantrone,CHEMBL58,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,Sorafenib,CHEMBL1336,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Sorafenib,CHEMBL1336,A549,C3512,C0152013
Vandetanib,CHEMBL24828,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Sorafenib,CHEMBL1336,A549,C3512,C0152013
Crizotinib,CHEMBL601719,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,mitoxantrone,CHEMBL58,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,mitoxantrone,CHEMBL58,A549,C3512,C0152013
Vandetanib,CHEMBL24828,mitoxantrone,CHEMBL58,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,Sorafenib,CHEMBL1336,A549,C3512,C0152013
Crizotinib,CHEMBL601719,mitoxantrone,CHEMBL58,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,mitoxantrone,CHEMBL58,A549,C3512,C0152013
Crizotinib,CHEMBL601719,mitoxantrone,CHEMBL58,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,mitoxantrone,CHEMBL58,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,mitoxantrone,CHEMBL58,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,Bortezomib,CHEMBL325041,HT29,C4349,C0338106
Gefitinib,CHEMBL939,Bortezomib,CHEMBL325041,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,mitoxantrone,CHEMBL58,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,mitoxantrone,CHEMBL58,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,mitoxantrone,CHEMBL58,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,mitoxantrone,CHEMBL58,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,mitoxantrone,CHEMBL58,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,mitoxantrone,CHEMBL58,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,mitoxantrone,CHEMBL58,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,mitoxantrone,CHEMBL58,HT29,C4349,C0338106
Gefitinib,CHEMBL939,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
Gefitinib,CHEMBL939,Sorafenib,CHEMBL1336,A549,C3512,C0152013
Ruxolitinib,CHEMBL1789941,Bortezomib,CHEMBL325041,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,Bortezomib,CHEMBL325041,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Bortezomib,CHEMBL325041,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,Bortezomib,CHEMBL325041,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,Bortezomib,CHEMBL325041,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,Bortezomib,CHEMBL325041,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,Romidepsin,CHEMBL343448,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,Romidepsin,CHEMBL343448,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Bortezomib,CHEMBL325041,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Bortezomib,CHEMBL325041,HT29,C4349,C0338106
chlorambucil,CHEMBL515,Romidepsin,CHEMBL343448,HT29,C4349,C0338106
chlorambucil,CHEMBL515,Romidepsin,CHEMBL343448,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Bortezomib,CHEMBL325041,HT29,C4349,C0338106
Lenalidomide,CHEMBL848,Bortezomib,CHEMBL325041,MCF7,C4194,C1134719
mitoxantrone,CHEMBL58,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Bortezomib,CHEMBL325041,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Bortezomib,CHEMBL325041,HT29,C4349,C0338106
altretamine,CHEMBL1455,Romidepsin,CHEMBL343448,HT29,C4349,C0338106
altretamine,CHEMBL1455,Romidepsin,CHEMBL343448,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,Romidepsin,CHEMBL343448,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,Romidepsin,CHEMBL343448,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,Lapatinib,CHEMBL554,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,Lapatinib,CHEMBL554,HT29,C4349,C0338106
chlorambucil,CHEMBL515,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,Lapatinib,CHEMBL554,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
altretamine,CHEMBL1455,Lapatinib,CHEMBL554,HT29,C4349,C0338106
altretamine,CHEMBL1455,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
Lenalidomide,CHEMBL848,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Crizotinib,CHEMBL601719,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Crizotinib,CHEMBL601719,A549,C3512,C0152013
Vandetanib,CHEMBL24828,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,Crizotinib,CHEMBL601719,A549,C3512,C0152013
Ruxolitinib,CHEMBL1789941,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
Gefitinib,CHEMBL939,Crizotinib,CHEMBL601719,A549,C3512,C0152013
Gefitinib,CHEMBL939,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
mitoxantrone,CHEMBL58,Romidepsin,CHEMBL343448,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Romidepsin,CHEMBL343448,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
mitoxantrone,CHEMBL58,Crizotinib,CHEMBL601719,A549,C3512,C0152013
mitoxantrone,CHEMBL58,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Sorafenib,CHEMBL1336,A549,C3512,C0152013
mitoxantrone,CHEMBL58,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
Lenalidomide,CHEMBL848,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,HT29,C4349,C0338106
Gefitinib,CHEMBL939,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Lapatinib,CHEMBL554,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Lapatinib,CHEMBL554,A549,C3512,C0152013
Vandetanib,CHEMBL24828,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,Lapatinib,CHEMBL554,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Lapatinib,CHEMBL554,A549,C3512,C0152013
Crizotinib,CHEMBL601719,Lapatinib,CHEMBL554,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Lapatinib,CHEMBL554,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,Lapatinib,CHEMBL554,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Lapatinib,CHEMBL554,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,Lapatinib,CHEMBL554,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
altretamine,CHEMBL1455,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
altretamine,CHEMBL1455,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Lapatinib,CHEMBL554,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
chlorambucil,CHEMBL515,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,Lapatinib,CHEMBL554,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,Lapatinib,CHEMBL554,HT29,C4349,C0338106
Gefitinib,CHEMBL939,Lapatinib,CHEMBL554,A549,C3512,C0152013
mitoxantrone,CHEMBL58,Imatinib,CHEMBL941,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,Imatinib,CHEMBL941,A549,C3512,C0152013
mitoxantrone,CHEMBL58,Imatinib,CHEMBL941,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
chlorambucil,CHEMBL515,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
chlorambucil,CHEMBL515,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
altretamine,CHEMBL1455,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
altretamine,CHEMBL1455,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
altretamine,CHEMBL1455,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
altretamine,CHEMBL1455,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,Crizotinib,CHEMBL601719,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,Crizotinib,CHEMBL601719,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,Sorafenib,CHEMBL1336,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,Sorafenib,CHEMBL1336,MCF7,C4194,C1134719
mitoxantrone,CHEMBL58,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,Imatinib,CHEMBL941,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,Imatinib,CHEMBL941,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,Imatinib,CHEMBL941,HT29,C4349,C0338106
chlorambucil,CHEMBL515,Imatinib,CHEMBL941,MCF7,C4194,C1134719
altretamine,CHEMBL1455,Imatinib,CHEMBL941,HT29,C4349,C0338106
altretamine,CHEMBL1455,Imatinib,CHEMBL941,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,Imatinib,CHEMBL941,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,6-Mercaptopurine,CHEMBL1425,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,6-Mercaptopurine,CHEMBL1425,HT29,C4349,C0338106
Gefitinib,CHEMBL939,thalidomide,CHEMBL468,HT29,C4349,C0338106
Gefitinib,CHEMBL939,thalidomide,CHEMBL468,MCF7,C4194,C1134719
altretamine,CHEMBL1455,Sunitinib,CHEMBL535,HT29,C4349,C0338106
altretamine,CHEMBL1455,Sunitinib,CHEMBL535,MCF7,C4194,C1134719
mitoxantrone,CHEMBL58,ifosfamide,CHEMBL1024,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,ifosfamide,CHEMBL1024,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,methoxsalen,CHEMBL416,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,methoxsalen,CHEMBL416,HT29,C4349,C0338106
chlorambucil,CHEMBL515,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
altretamine,CHEMBL1455,methoxsalen,CHEMBL416,HT29,C4349,C0338106
altretamine,CHEMBL1455,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,Sunitinib,CHEMBL535,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,Sunitinib,CHEMBL535,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,methoxsalen,CHEMBL416,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,Sunitinib,CHEMBL535,HT29,C4349,C0338106
chlorambucil,CHEMBL515,Sunitinib,CHEMBL535,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,Ruxolitinib,CHEMBL1789941,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,Ruxolitinib,CHEMBL1789941,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,Ruxolitinib,CHEMBL1789941,A549,C3512,C0152013
Crizotinib,CHEMBL601719,Ruxolitinib,CHEMBL1789941,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,Ruxolitinib,CHEMBL1789941,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Ruxolitinib,CHEMBL1789941,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Ruxolitinib,CHEMBL1789941,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Ruxolitinib,CHEMBL1789941,A549,C3512,C0152013
Vismodegib,CHEMBL473417,Gefitinib,CHEMBL939,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,Gefitinib,CHEMBL939,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Gefitinib,CHEMBL939,A549,C3512,C0152013
Crizotinib,CHEMBL601719,Gefitinib,CHEMBL939,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,Gefitinib,CHEMBL939,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Gefitinib,CHEMBL939,A549,C3512,C0152013
Vandetanib,CHEMBL24828,Gefitinib,CHEMBL939,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Gefitinib,CHEMBL939,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Gefitinib,CHEMBL939,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Gefitinib,CHEMBL939,A549,C3512,C0152013
Ruxolitinib,CHEMBL1789941,Gefitinib,CHEMBL939,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,Ruxolitinib,CHEMBL1789941,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Ruxolitinib,CHEMBL1789941,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,Ruxolitinib,CHEMBL1789941,A549,C3512,C0152013
Gefitinib,CHEMBL939,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,Imatinib,CHEMBL941,HT29,C4349,C0338106
Gefitinib,CHEMBL939,Imatinib,CHEMBL941,A549,C3512,C0152013
Lenalidomide,CHEMBL848,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Imatinib,CHEMBL941,HT29,C4349,C0338106
Lenalidomide,CHEMBL848,Gefitinib,CHEMBL939,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,Gefitinib,CHEMBL939,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Imatinib,CHEMBL941,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,Imatinib,CHEMBL941,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,Imatinib,CHEMBL941,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,Gefitinib,CHEMBL939,A549,C3512,C0152013
Vemurafenib,CHEMBL1229517,Gefitinib,CHEMBL939,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,Gefitinib,CHEMBL939,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Imatinib,CHEMBL941,A549,C3512,C0152013
Crizotinib,CHEMBL601719,Imatinib,CHEMBL941,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Imatinib,CHEMBL941,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Imatinib,CHEMBL941,A549,C3512,C0152013
Vandetanib,CHEMBL24828,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Imatinib,CHEMBL941,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Imatinib,CHEMBL941,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,Imatinib,CHEMBL941,A549,C3512,C0152013
Lenalidomide,CHEMBL848,thalidomide,CHEMBL468,HT29,C4349,C0338106
Lenalidomide,CHEMBL848,thalidomide,CHEMBL468,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,Sunitinib,CHEMBL535,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,Sunitinib,CHEMBL535,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,thalidomide,CHEMBL468,MCF7,C4194,C1134719
Vemurafenib,CHEMBL1229517,thalidomide,CHEMBL468,HT29,C4349,C0338106
chlorambucil,CHEMBL515,ifosfamide,CHEMBL1024,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,ifosfamide,CHEMBL1024,HT29,C4349,C0338106
6-Thioguanine,CHEMBL727,ifosfamide,CHEMBL1024,MCF7,C4194,C1134719
6-Thioguanine,CHEMBL727,ifosfamide,CHEMBL1024,HT29,C4349,C0338106
altretamine,CHEMBL1455,ifosfamide,CHEMBL1024,MCF7,C4194,C1134719
altretamine,CHEMBL1455,ifosfamide,CHEMBL1024,HT29,C4349,C0338106
5-Fluorouracil,CHEMBL185,ifosfamide,CHEMBL1024,MCF7,C4194,C1134719
5-Fluorouracil,CHEMBL185,ifosfamide,CHEMBL1024,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,methoxsalen,CHEMBL416,HT29,C4349,C0338106
mitoxantrone,CHEMBL58,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Gefitinib,CHEMBL939,methoxsalen,CHEMBL416,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,methoxsalen,CHEMBL416,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Lenalidomide,CHEMBL848,methoxsalen,CHEMBL416,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,methoxsalen,CHEMBL416,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,methoxsalen,CHEMBL416,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,methoxsalen,CHEMBL416,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,methoxsalen,CHEMBL416,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,methoxsalen,CHEMBL416,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,thalidomide,CHEMBL468,HT29,C4349,C0338106
Ruxolitinib,CHEMBL1789941,thalidomide,CHEMBL468,MCF7,C4194,C1134719
altretamine,CHEMBL1455,IMIQUIMOD,CHEMBL1282,MCF7,C4194,C1134719
altretamine,CHEMBL1455,IMIQUIMOD,CHEMBL1282,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,Vismodegib,CHEMBL473417,HT29,C4349,C0338106
Vemurafenib,CHEMBL1229517,Vismodegib,CHEMBL473417,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Vismodegib,CHEMBL473417,MCF7,C4194,C1134719
Ruxolitinib,CHEMBL1789941,Vismodegib,CHEMBL473417,HT29,C4349,C0338106
Vandetanib,CHEMBL24828,Vismodegib,CHEMBL473417,MCF7,C4194,C1134719
Vandetanib,CHEMBL24828,Vismodegib,CHEMBL473417,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,Vismodegib,CHEMBL473417,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,Vismodegib,CHEMBL473417,HT29,C4349,C0338106
Vismodegib,CHEMBL473417,thalidomide,CHEMBL468,MCF7,C4194,C1134719
Vismodegib,CHEMBL473417,thalidomide,CHEMBL468,HT29,C4349,C0338106
Crizotinib,CHEMBL601719,thalidomide,CHEMBL468,MCF7,C4194,C1134719
Crizotinib,CHEMBL601719,thalidomide,CHEMBL468,HT29,C4349,C0338106
chlorambucil,CHEMBL515,IMIQUIMOD,CHEMBL1282,MCF7,C4194,C1134719
chlorambucil,CHEMBL515,IMIQUIMOD,CHEMBL1282,HT29,C4349,C0338106
